ID_Stand1,Perimeter,Hectares
-1,0,0
1,607.4970265,1.565865678
2,633.8214055,1.954490026
6,1855.567134,11.87376879
7,1305.523773,6.011176518
9,2919.15735,18.61423301
17,1744.896728,9.293638334
18,1961.334115,9.350099539
19,2732.096682,19.3556182
21,4192.781444,34.37776429
23,1362.48822,7.648820534
25,1200.897205,5.846274911
31,3930.634614,28.75034915
33,2440.314616,28.3972417
37,2176.897511,12.06273662
42,1745.655669,16.39373191
45,2369.107097,21.77944502
49,3547.784699,25.58245699
51,1250.760928,8.978362103
54,1096.304039,5.142718954
58,1377.487485,6.852081356
74,1651.30187,6.292804098
75,6210.316689,49.7249245
77,5443.982693,45.82364439
78,6105.173579,45.88269236
83,2615.226843,17.35460144
88,1393.581852,7.272462217
95,3053.075954,33.58468064
97,4540.978539,44.90856192
98,2506.340661,16.77252168
99,1965.921086,5.121282049
101,4989.861619,28.27438289
102,368.8598069,0.745438196
103,1742.101966,7.201852205
104,3215.934596,22.99617727
105,3266.363555,32.0222956
110,1633.310697,9.89435629
112,1753.169172,6.432363289
114,1306.127296,7.521719603
119,3516.19485,29.19098082
121,1321.75687,5.041538901
123,1958.689913,9.684662118
128,3221.313541,14.91422666
130,5021.631929,43.72031929
134,1483.823451,6.541167643
138,346.5347942,0.734178448
139,1863.501038,9.394067937
140,1438.057965,7.32670467
143,680.5155459,1.744583731
144,4669.213911,47.57491699
146,1384.522048,8.384347872
147,1646.377312,9.002168074
148,996.3907611,1.503967902
149,1368.153283,5.6100144
151,3997.923535,38.02043352
157,1310.218,5.550270058
158,4061.978236,23.20131658
159,1392.755919,6.806442602
161,2212.966598,10.08323035
162,1990.714187,11.76288824
166,953.7953959,5.155088971
167,1140.98585,4.117907306
172,1325.786191,5.728414106
173,1712.603143,12.12635724
176,1563.301823,10.45489124
177,3283.751222,21.4457061
179,1916.262222,17.31650511
180,1392.728276,7.825495188
181,1137.6384,5.796139143
182,1477.106479,5.209883382
183,4405.706883,28.78179755
185,3747.596188,7.780772075
186,5740.0093,34.55586989
187,674.3448965,1.193735378
190,2059.183848,14.74438281
191,774.7884141,1.517345344
198,2270.421439,10.10301269
208,2680.780059,12.97757053
209,509.3386499,1.61560372
212,1467.868004,7.735792612
216,2212.283739,19.57218252
217,1206.184244,5.548062246
219,1820.440069,8.04634388
224,1302.017611,6.53407842
229,1627.465531,7.725706674
233,1712.916032,7.209811225
236,390.9714067,0.767598405
241,464.5460769,1.154844447
242,4453.79322,41.14495788
244,749.1824706,3.06935383
252,1162.061115,4.337975693
256,1405.198465,7.807321335
261,3524.358204,26.62095044
262,2865.096526,11.37689454
263,367.3614475,0.606656615
267,404.6748737,0.973323612
269,2192.183868,17.25432122
271,1592.390306,7.184080655
272,1329.262622,9.218991698
275,2586.659986,19.24635799
279,2230.230743,14.14869982
289,1420.077521,10.30804804
297,2400.396187,14.39221333
299,1343.793668,5.76819775
301,1744.997914,5.125140501
309,3050.688812,18.52808427
311,2029.568844,15.75855793
312,3286.3851,14.4273572
313,4190.98803,26.95683618
315,488.7666034,1.093973394
317,1276.217616,6.504073717
320,5723.000747,48.66023063
321,1504.240187,10.79967489
322,1390.527819,6.363883173
325,1150.31348,5.059288602
326,1636.319923,6.878039385
329,2292.367249,12.54167939
333,1558.198131,9.288090115
339,2628.684328,13.0365991
340,1462.433583,7.054528376
341,2984.521961,22.25427266
343,1215.925644,7.639254756
351,1443.737467,10.19095152
352,1775.821692,13.83839622
353,991.5898869,6.475703938
354,1329.380428,8.416281201
357,1096.954339,5.588620451
361,2593.032742,16.97952214
365,1088.777274,6.801547009
370,2504.521872,20.51026253
378,1488.420416,5.733478057
380,2070.366524,13.29696069
387,1321.440246,9.654023388
388,1506.177206,10.43689788
389,2211.759737,8.754216216
392,3597.007219,8.827891058
393,2442.799041,23.19959528
394,1244.961722,3.46939626
396,4568.113563,35.13220581
