UG,Viz,UG_Viz,Length,Perimetro,Areacortada
311,-1,311.-1,373.7825768839,2029.568844,15.75855793
311,103,103.311,183.253087227,1742.101966,22.960410135
311,312,312.311,579.534729436,3286.3851,30.18591513
311,313,313.311,300.12896101,4190.98803,42.71539411
311,1208,1208.311,110.119602806,1617.016108,21.714290059
311,1232,311.1232,212.915074548,2029.568844,28.2858295
311,3002,3002.311,11.2025430869,1520.603764,22.607818445
311,3043,3043.311,258.632268625,1027.176451,21.774775493
312,-1,312.-1,17.8368786881,3286.3851,14.4273572
312,110,110.312,125.897777008,1633.310697,24.32171349
312,139,139.312,730.30050256,1863.501038,23.821425137
312,159,159.312,692.606203684,1392.755919,21.233799802
312,309,312.309,377.376672433,3286.3851,32.95544147
312,311,312.311,579.534729436,3286.3851,30.18591513
312,313,313.312,419.560701111,4190.98803,41.38419338
312,317,312.317,213.076727737,3286.3851,20.931430917
312,3043,312.3043,130.19490699,3286.3851,20.443574763
313,-1,313.-1,1753.801385805,4190.98803,26.95683618
313,99,313.99,643.603599885,4190.98803,32.078118229
313,110,110.313,162.558982294,1633.310697,36.85119247
313,311,313.311,300.12896101,4190.98803,42.71539411
313,312,313.312,419.560701111,4190.98803,41.38419338
313,1122,313.1122,420.378981205,4190.98803,39.24875522
313,1208,1208.313,300.87243276,1617.016108,32.912568309
313,3002,313.3002,190.082986172,4190.98803,33.806096695
315,181,315.181,206.613939244,488.7666034,6.890112537
315,182,315.182,282.15266415,488.7666034,6.303856776
317,159,159.317,86.4902986364,1392.755919,13.310516319
317,173,317.173,125.801312777,1276.217616,18.630430957
317,312,312.317,213.076727737,3286.3851,20.931430917
317,2171,317.2171,565.399301001,1276.217616,22.538006147
317,3043,317.3043,285.449975521,1276.217616,12.52029128
320,144,320.144,1228.32637041,5723.000747,96.23514762
320,151,151.320,1059.103210744,3997.923535,86.68066415
320,166,166.320,367.280548917,953.7953959,53.815319601
320,183,183.320,1265.94128616,4405.706883,77.44202818
320,321,321.320,613.471991599,1504.240187,59.45990552
320,339,339.320,307.110368681,2628.684328,61.69682973
320,343,343.320,244.901982942,1215.925644,56.299485386
320,4022_LS,4022_LS.320,636.864987745,11273.77351,60.31705188
321,166,321.166,115.946797883,1504.240187,15.954763861
321,179,321.179,79.816151490241,1504.240187,28.11618
321,180,321.180,253.489725621,1504.240187,18.625170078
321,183,321.183,441.515520307,1504.240187,39.58147244
321,320,321.320,613.471991599,1504.240187,59.45990552
322,130,322.130,306.626209758,1390.527819,50.084202463
322,147,147.322,363.595417973,1646.377312,15.366051247
322,151,322.151,430.155112635,1390.527819,44.384316693
322,158,322.158,138.961740656,1390.527819,29.565199753
322,161,322.161,103.046352067,1390.527819,16.447113523
322,339,322.339,48.1429862786,1390.527819,19.400482273
325,105,325.105,327.71745775,1150.31348,37.081584202
325,326,326.325,574.331049984,1636.319923,11.937327987
325,4026_LS,325.4026_LS,248.264971876,1150.31348,22.998355982
326,105,326.105,578.9443817481,1636.319923,38.900334985
326,325,326.325,574.331049984,1636.319923,11.937327987
326,4026_LS,326.4026_LS,483.044491743,1636.319923,24.817106765
329,95,329.95,1130.698174891,2292.367249,46.12636003
329,97,329.97,72.7652578151,2292.367249,57.45024131
329,105,329.105,29.9419424322,2292.367249,44.56397499
329,114,114.329,439.308659425,1306.127296,20.063398993
329,119,329.119,430.980842558,2292.367249,41.73266021
329,121,121.329,50.7002344631,1321.75687,17.583218291
329,123,123.329,137.972137771,1958.689913,22.226341508
333,158,333.158,178.330390599,1558.198131,32.489406695
333,176,176.333,289.742798269,1563.301823,19.742981355
333,339,333.339,469.749600987,1558.198131,22.324689215
333,3003,333.3003,620.37534109,1558.198131,15.242301552
339,151,339.151,732.044919736,2628.684328,51.05703262
339,161,339.161,124.042652127,2628.684328,23.11982945
339,176,176.339,76.2125320131,1563.301823,23.49149034
339,320,339.320,307.110368681,2628.684328,61.69682973
339,322,322.339,48.1429862786,1390.527819,19.400482273
339,333,333.339,469.749600987,1558.198131,22.324689215
339,341,339.341,285.201545903,2628.684328,35.29087176
339,343,343.339,259.365308562,1215.925644,20.675853856
339,3003,339.3003,326.814413736,2628.684328,18.990810537
340,-1,340.-1,559.705816205,1462.433583,7.054528376
340,183,183.340,388.172403179,4405.706883,35.836325926
340,341,340.341,302.555252294,1462.433583,29.308801036
340,343,343.340,212.00011158,1215.925644,14.693783132
341,-1,341.-1,964.27418513,2984.521961,22.25427266
341,176,176.341,351.588522143,1563.301823,32.7091639
341,339,339.341,285.201545903,2628.684328,35.29087176
341,340,340.341,302.555252294,1462.433583,29.308801036
341,343,343.341,266.050002999,1215.925644,29.893527416
341,2172,2172.341,393.838685036,3856.61496,68.46729072
341,2173,2173.341,421.013767529,3892.573541,71.02772845
343,183,343.183,233.608237525,1215.925644,36.421052306
343,320,343.320,244.901982942,1215.925644,56.299485386
343,339,343.339,259.365308562,1215.925644,20.675853856
343,340,343.340,212.00011158,1215.925644,14.693783132
343,341,343.341,266.050002999,1215.925644,29.893527416
351,212,351.212,491.189526104,1443.737467,17.926744132
351,2172,351.2172,212.690448193,1443.737467,56.40396958
351,2173,351.2173,220.742055154,1443.737467,58.96440731
351,3005,351.3005,519.115437524,1443.737467,40.76132592
352,190,352.190,544.6573369683,1775.821692,28.58277903
352,1238,352.1238,108.387380722,1775.821692,55.09890743
352,1241,352.1241,700.560914912,1775.821692,24.76834984
352,3044,352.3044,202.972767035,1775.821692,37.85550841
352,3046,352.3046,219.243292806,1775.821692,27.43602676
353,190,353.190,300.718863945,991.5898869,21.220086748
353,1238,353.1238,690.871022959,991.5898869,47.736215148
354,187,354.187,36.7801112912,1329.380428,9.610016579
354,191,191.354,34.1251736201,774.7884141,9.933626545
354,1238,354.1238,382.790350594,1329.380428,49.676792411
354,3047,354.3047,875.684792012,1329.380428,54.114346311
357,1238,357.1238,243.958644256,1096.954339,46.849131661
357,1242,357.1242,852.995694971,1096.954339,52.392060461
361,-1,361.-1,116.510908441,2593.032742,16.97952214
361,392,392.361,1115.749793882,3597.007219,25.807413198
361,3211,361.3211,1360.7720397,2593.032742,43.74189297
365,1245,1245.365,277.775229156,6599.679547,56.670548739
365,3006,3006.365,106.156093105,4599.154217,46.585899549
365,3041,365.3041,285.4526519115,1088.777274,29.028114049
365,3045,3045.365,419.393299557,3609.110877,40.056906469
370,-1,370.-1,1103.644021526,2504.521872,20.51026253
370,212,212.370,361.557889384,1467.868004,28.246055142
370,219,219.370,613.817389827,1820.440069,28.55660641
370,236,236.370,138.168098189,390.9714067,21.277860935
370,3005,3005.370,287.334473286,3937.437307,51.08063693
378,219,219.378,516.198521828,1820.440069,13.779821937
378,3142,378.3142,972.221894152,1488.420416,47.281522657
380,-1,380.-1,177.910804766,2070.366524,13.29696069
380,233,380.233,549.559028753,2070.366524,20.506771915
380,3142,380.3142,1036.72852771,2070.366524,54.84500529
380,4024_LS,380.4024_LS,306.168162865,2070.366524,18.688195293
387,393,393.387,486.070212094,2442.799041,32.853618668
387,3208,3208.387,391.028681439,1870.354401,18.262932615
387,3210,3210.387,143.905185803,2069.599692,24.392354218
387,3215,387.3215,300.436166726,1321.440246,20.415781008
388,-1,388.-1,269.199833782,1506.177206,10.43689788
388,389,388.389,181.573811997,1506.177206,19.191114096
388,394,388.394,244.190039417,1506.177206,13.90629414
388,3208,388.3208,152.370754734,1506.177206,19.045807107
388,3215,388.3215,223.121552208,1506.177206,21.1986555
388,3216,3216.388,435.721214135,1981.040387,21.31859136
389,-1,389.-1,747.191971037,2211.759737,8.754216216
389,262,389.262,32.8343774422,2211.759737,20.131110756
389,388,388.389,181.573811997,1506.177206,19.191114096
389,3008,389.3008,324.541699374,2211.759737,19.665596086
389,3210,389.3210,119.093603896,2211.759737,23.492547046
389,3216,3216.389,806.524273557,1981.040387,19.635909696
392,-1,392.-1,291.3072535713,3597.007219,8.827891058
392,261,392.261,231.183015641,3597.007219,35.448841498
392,361,392.361,1115.749793882,3597.007219,25.807413198
392,393,392.393,624.177367934,3597.007219,32.027486338
392,396,392.396,253.850615657,3597.007219,43.960096868
392,399,392.399,414.936832136,3597.007219,50.767651778
392,400,392.400,176.605491563,3597.007219,14.961756484
392,3009,392.3009,191.002066618,3597.007219,15.105660721
392,3204,392.3204,104.953353713,3597.007219,11.422833639
392,3210,392.3210,165.554327114,3597.007219,23.566221888
392,3211,392.3211,27.6871009047,3597.007219,35.590261888
393,-1,393.-1,211.469002789,2442.799041,23.19959528
393,387,393.387,486.070212094,2442.799041,32.853618668
393,392,392.393,624.177367934,3597.007219,32.027486338
393,399,393.399,863.098220807,2442.799041,65.139356
393,3208,393.3208,105.312258503,2442.799041,31.808504507
393,3210,393.3210,152.671979348,2442.799041,37.93792611
394,-1,394.-1,516.09215253,1244.961722,3.46939626
394,388,388.394,244.190039417,1506.177206,13.90629414
394,3208,3208.394,484.679529752,1870.354401,12.078305487
396,-1,396.-1,32.0571426978,4568.113563,35.13220581
396,392,392.396,253.850615657,3597.007219,43.960096868
396,397,397.396,784.321407759,909.9864134,40.187028215
396,398,398.396,517.817646403,1233.057702,42.366146522
396,399,396.399,287.189712799,4568.113563,77.07196653
396,400,396.400,880.1915612037,4568.113563,41.266071236
396,402,396.402,1479.05051587,4568.113563,66.47502529
396,3010,396.3010,333.634960928,4568.113563,41.303887159
397,396,397.396,784.321407759,909.9864134,40.187028215
397,398,397.398,125.665005638,909.9864134,12.288763117
398,396,398.396,517.817646403,1233.057702,42.366146522
398,397,397.398,125.665005638,909.9864134,12.288763117
398,399,398.399,589.575049888,1233.057702,49.173701432
399,-1,399.-1,1080.62601571,4795.017908,41.93976072
399,392,392.399,414.936832136,3597.007219,50.767651778
399,393,393.399,863.098220807,2442.799041,65.139356
399,396,396.399,287.189712799,4568.113563,77.07196653
399,398,398.399,589.575049888,1233.057702,49.173701432
399,3010,3010.399,1559.59207662,2562.324616,48.111442069
400,-1,400.-1,202.271659246,1259.068712,6.133865426
400,392,392.400,176.605491563,3597.007219,14.961756484
400,396,396.400,880.1915612037,4568.113563,41.266071236
402,-1,402.-1,613.720172913,4003.871819,31.34281948
402,396,396.402,1479.05051587,4568.113563,66.47502529
402,403,403.402,469.182854086,1276.797851,41.068399352
402,407,407.402,452.136752095,1903.482989,42.16865761
402,476,476.402,806.618985279,2390.107739,38.231206396
402,477,477.402,54.4219752275,1243.795958,40.557926776
402,3214,402.3214,128.740563552,4003.871819,38.981831316
403,402,403.402,469.182854086,1276.797851,41.068399352
403,404,403.404,347.185484235,1276.797851,26.824395612
403,412,403.412,46.1921784909,1276.797851,17.841837234
403,476,403.476,56.3679846419,1276.797851,16.613966788
403,3214,403.3214,357.869349066,1276.797851,17.364591708
404,403,403.404,347.185484235,1276.797851,26.824395612
404,405,404.405,504.291685576,1940.298123,27.050155076
404,412,404.412,616.162169465,1940.298123,25.215073102
404,476,404.476,472.658783346,1940.298123,23.987202656
405,404,404.405,504.291685576,1940.298123,27.050155076
405,412,405.412,36.1395427832,1503.698642,18.067596698
405,431,405.431,390.303414865,1503.698642,49.280190776
405,475,405.475,73.9223540186,1503.698642,34.983337556
405,476,405.476,499.041644427,1503.698642,16.839726252
407,-1,407.-1,513.676455204,1903.482989,10.82583813
407,402,407.402,452.136752095,1903.482989,42.16865761
407,410,410.407,202.312783769,1391.694382,19.128146632
407,3010,407.3010,467.957811224,1903.482989,16.997519479
407,3214,407.3214,267.399186868,1903.482989,18.464849966
410,-1,410.-1,189.430878222,1391.694382,8.302308502
410,407,410.407,202.312783769,1391.694382,19.128146632
410,411,410.411,435.819897356,1391.694382,19.571264042
410,3011,410.3011,564.130822509,1391.694382,13.654906446
411,-1,411.-1,748.639676386,1864.378205,11.26895554
411,410,410.411,435.819897356,1391.694382,19.571264042
411,418,411.418,488.082469504,1864.378205,51.01374043
411,428,428.411,191.836162177,1347.344343,17.282778057
412,403,403.412,46.1921784909,1276.797851,17.841837234
412,404,404.412,616.162169465,1940.298123,25.215073102
412,405,405.412,36.1395427832,1503.698642,18.067596698
412,414,412.414,472.472185892,1791.246907,19.078116792
412,431,412.431,145.633838761,1791.246907,47.445108802
412,3214,412.3214,474.646991245,1791.246907,15.755269198
414,412,412.414,472.472185892,1791.246907,19.078116792
414,418,414.418,1144.70687504,2425.721002,50.70664432
414,431,414.431,702.714921334,2425.721002,50.29071087
414,3214,414.3214,105.827019318,2425.721002,18.600871266
418,411,411.418,488.082469504,1864.378205,51.01374043
418,414,414.418,1144.70687504,2425.721002,50.70664432
418,420,420.418,425.874371195,709.533113,41.861930319
418,428,428.418,395.541109906,1347.344343,45.758607407
418,431,431.418,201.840038676,5065.723708,79.07363633
418,3011,3011.418,563.0221371488,1382.513749,45.097382834
418,3012,3012.418,597.204391127,2099.345554,59.98858112
418,3214,418.3214,230.977238765,4047.248631,47.383796726
420,418,420.418,425.874371195,709.533113,41.861930319
420,431,420.431,147.567724083,709.533113,41.445996869
420,3012,420.3012,136.091017766,709.533113,22.360941659
425,-1,425.-1,395.840793782,865.6923673,2.171254604
425,428,425.428,469.85157348898,865.6923673,8.185077121
428,-1,428.-1,100.1795526975,1347.344343,6.013822517
428,411,428.411,191.836162177,1347.344343,17.282778057
428,418,428.418,395.541109906,1347.344343,45.758607407
428,425,425.428,469.85157348898,865.6923673,8.185077121
428,429,429.428,189.93594434,1165.569611,12.680757003
429,-1,429.-1,427.164626379,1165.569611,6.666934486
429,428,429.428,189.93594434,1165.569611,12.680757003
429,3012,429.3012,252.15017017,1165.569611,26.910730716
429,3013,429.3013,296.3188702714,1165.569611,22.118863916
431,-1,431.-1,1087.51418168,5065.723708,39.32885144
431,405,405.431,390.303414865,1503.698642,49.280190776
431,412,412.431,145.633838761,1791.246907,47.445108802
431,414,414.431,702.714921334,2425.721002,50.29071087
431,418,431.418,201.840038676,5065.723708,79.07363633
431,420,420.431,147.567724083,709.533113,41.445996869
431,439,431.439,156.81330374,5065.723708,86.00038448
431,475,431.475,999.909159762,5065.723708,64.36084966
431,673,431.673,909.361678202,5065.723708,89.23584573
431,3012,431.3012,324.065446718,5065.723708,59.57264767
432,-1,432.-1,1564.74731154,2884.015431,24.04609243
432,436,436.432,872.210991302,3417.515005,42.05918316
432,3013,432.3013,447.057127716,2884.015431,39.49802186
435,436,435.436,233.086126694,1076.238585,23.71225169
435,439,439.435,497.833699632,5421.253563,52.370694
435,3012,3012.435,99.6498124349,2099.345554,25.94295719
435,3013,435.3013,245.66894628,1076.238585,21.15109039
436,-1,436.-1,79.6117692507,3417.515005,18.01309073
436,432,436.432,872.210991302,3417.515005,42.05918316
436,435,435.436,233.086126694,1076.238585,23.71225169
436,439,439.436,1398.50687191,5421.253563,64.68462377
436,3013,436.3013,834.09924562,3417.515005,33.46502016
439,-1,439.-1,336.5262849202,5421.253563,46.67153304
439,431,431.439,156.81330374,5065.723708,86.00038448
439,435,439.435,497.833699632,5421.253563,52.370694
439,436,439.436,1398.50687191,5421.253563,64.68462377
439,442,439.442,774.602092312,5421.253563,54.776457596
439,448,439.448,835.096505697,5421.253563,66.37588833
439,450,439.450,731.6900891609,5421.253563,85.99437508
439,3012,439.3012,690.184715534,5421.253563,66.91532927
442,-1,442.-1,238.645825438,1926.068708,8.104924556
442,439,439.442,774.602092312,5421.253563,54.776457596
442,443,442.443,533.364427999,1926.068708,14.943410583
442,448,442.448,363.3924337142,1926.068708,27.809279846
442,3014,442.3014,16.0639288874,1926.068708,24.265811726
443,-1,443.-1,177.744683379,1369.66859,6.838486027
443,442,442.443,533.364427999,1926.068708,14.943410583
443,3014,443.3014,658.559478119,1369.66859,22.999373197
446,449,449.446,307.525620692,1783.683408,17.91794891
446,455,455.446,91.4587863143,1110.286827,11.740502981
446,460,446.460,770.021967951,1976.243067,44.3070127
446,3015,3015.446,807.236691563,2000.246095,16.319921511
448,439,439.448,835.096505697,5421.253563,66.37588833
448,442,442.448,363.3924337142,1926.068708,27.809279846
448,449,449.448,497.16785341,1783.683408,30.68064647
448,450,450.448,565.264564799,3394.945717,59.02719733
448,3014,3014.448,219.537459523,2265.023761,35.86524246
448,3015,3015.448,302.105692829,2000.246095,29.082619071
449,446,449.446,307.525620692,1783.683408,17.91794891
449,448,449.448,497.16785341,1783.683408,30.68064647
449,450,450.449,269.242266106,3394.945717,50.29913322
449,455,455.449,216.266790326,1110.286827,15.775136431
449,3015,449.3015,493.480877214,1783.683408,20.354554961
450,-1,450.-1,699.822568021,3394.945717,39.32284204
450,439,439.450,731.6900891609,5421.253563,85.99437508
450,448,450.448,565.264564799,3394.945717,59.02719733
450,449,450.449,269.242266106,3394.945717,50.29913322
450,455,455.450,141.132757742,1110.286827,44.121687291
450,458,450.458,255.260678232,3394.945717,59.8564072
450,3209,450.3209,732.532792733,3394.945717,41.249129114
455,446,455.446,91.4587863143,1110.286827,11.740502981
455,449,455.449,216.266790326,1110.286827,15.775136431
455,450,455.450,141.132757742,1110.286827,44.121687291
455,456,456.455,457.991722864,1490.284801,11.277882114
455,458,455.458,113.680343908,1110.286827,25.332410411
455,460,455.460,17.6938921342,1110.286827,42.164200221
455,3209,455.3209,72.0625334391,1110.286827,6.725132325
456,455,456.455,457.991722864,1490.284801,11.277882114
